MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,,Electrical,Lighting,Light Fixtures,,HLSMS9129FS1E,"HLSMS9129FS1E 9"" Motion Lt",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Cooper Lighting (7638),Cooper Lighting,,,HLSMS9129FS1E,,Electrical>Lighting Fixtures>Interior Lighting Fixtures,"Cooper Lighting, Light Fixture, HLSMS9129FS1E",FIXTURE 9IN,HLSMS9129FS1E Light Fixture,"Light Fixture, 9 in",Light Fixture,,,,,,,,,,,,,,,,,,,,,,,,,,,Light Fixture,Fixture Type,,,Mounting Type,,,Size,9,in,Finish,,,Color Temperature,,,Voltage Rating,,,Number of Lights,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Lighting,Light Fixtures,,64-110,64-110 Satco Tape Light 16',-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573),Satco Prod Inc,Satco,,64-110,,Electrical>Lighting Fixtures>Interior Lighting Fixtures,"Satco, Light Fixture, 64-110, Strip",FIXTURE STRIP,"Satco 64-110 Light Fixture, Strip","Satco Light Fixture, Strip","Light Fixture, Strip",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Fixture,Fixture Type,Strip,,Mounting Type,,,Size,,,Finish,,,Color Temperature,,,Voltage Rating,,,Number of Lights,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Lighting,Light Fixtures,,603571,603571 3' Strip Light Ext,-- Unbranded --,-- No Unilog Brand --,Wiz,Phillips Lighting (5831),Phillips Lighting,Wiz,,603571,,Electrical>Lighting Fixtures>Interior Lighting Fixtures,"Phillips Lighting Wiz, Light Fixture, 603571, Strip",FIXTURE STRIP,"Wiz 603571 Light Fixture, Strip","Wiz Light Fixture, Strip","Light Fixture, Strip",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Fixture,Fixture Type,Strip,,Mounting Type,,,Size,,,Finish,,,Color Temperature,,,Voltage Rating,,,Number of Lights,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Lighting,Light Fixtures,,65-572R1,65572 Satco 2x4 Led Flat Panel,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573),Satco Prod Inc,Satco,,65-572R1,,Electrical>Lighting Fixtures>Interior Lighting Fixtures,"Satco, Light Fixture, 65-572R1, Flat Panel",FIXTURE FLAT PANEL,"Satco 65-572R1 Light Fixture, Flat Panel","Satco Light Fixture, Flat Panel","Light Fixture, Flat Panel",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Fixture,Fixture Type,Flat Panel,,Mounting Type,,,Size,,,Finish,,,Color Temperature,,,Voltage Rating,,,Number of Lights,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Lighting,Light Fixtures,,52476AVI,52476AVI Kichler Pendant Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting,Kichler,,52476AVI,,Electrical>Lighting Fixtures>Interior Lighting Fixtures,"Kichler, Light Fixture, 52476AVI, Pendant",FIXTURE PENDANT,"Kichler 52476AVI Light Fixture, Pendant","Kichler Light Fixture, Pendant","Light Fixture, Pendant",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Fixture,Fixture Type,Pendant,,Mounting Type,,,Size,,,Finish,,,Color Temperature,,,Voltage Rating,,,Number of Lights,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Lighting,Light Fixtures,,42199BK,42199BK Kichler Pendant Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting,Kichler,,42199BK,,Electrical>Lighting Fixtures>Interior Lighting Fixtures,"Kichler, Light Fixture, 42199BK, Pendant",FIXTURE PENDANT,"Kichler 42199BK Light Fixture, Pendant","Kichler Light Fixture, Pendant","Light Fixture, Pendant",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Fixture,Fixture Type,Pendant,,Mounting Type,,,Size,,,Finish,,,Color Temperature,,,Voltage Rating,,,Number of Lights,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Lighting,Light Fixtures,,42199BKCS,42199BKCS Kichler Pendant Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting,Kichler,,42199BKCS,,Electrical>Lighting Fixtures>Interior Lighting Fixtures,"Kichler, Light Fixture, 42199BKCS, Pendant",FIXTURE PENDANT,"Kichler 42199BKCS Light Fixture, Pendant","Kichler Light Fixture, Pendant","Light Fixture, Pendant",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Fixture,Fixture Type,Pendant,,Mounting Type,,,Size,,,Finish,,,Color Temperature,,,Voltage Rating,,,Number of Lights,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Lighting,Light Fixtures,,42200BK,42200BK Kichler Pendant Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting,Kichler,,42200BK,,Electrical>Lighting Fixtures>Interior Lighting Fixtures,"Kichler, Light Fixture, 42200BK, Pendant",FIXTURE PENDANT,"Kichler 42200BK Light Fixture, Pendant","Kichler Light Fixture, Pendant","Light Fixture, Pendant",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Fixture,Fixture Type,Pendant,,Mounting Type,,,Size,,,Finish,,,Color Temperature,,,Voltage Rating,,,Number of Lights,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Lighting,Light Fixtures,,42200BKCS,42200BKCS Kichler Pendant Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting,Kichler,,42200BKCS,,Electrical>Lighting Fixtures>Interior Lighting Fixtures,"Kichler, Light Fixture, 42200BKCS, Pendant",FIXTURE PENDANT,"Kichler 42200BKCS Light Fixture, Pendant","Kichler Light Fixture, Pendant","Light Fixture, Pendant",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Fixture,Fixture Type,Pendant,,Mounting Type,,,Size,,,Finish,,,Color Temperature,,,Voltage Rating,,,Number of Lights,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Lighting,Light Fixtures,,43851BK,43851BK Kichler Pendant Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting,Kichler,,43851BK,,Electrical>Lighting Fixtures>Interior Lighting Fixtures,"Kichler, Light Fixture, 43851BK, Pendant",FIXTURE PENDANT,"Kichler 43851BK Light Fixture, Pendant","Kichler Light Fixture, Pendant","Light Fixture, Pendant",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Fixture,Fixture Type,Pendant,,Mounting Type,,,Size,,,Finish,,,Color Temperature,,,Voltage Rating,,,Number of Lights,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Lighting,Light Fixtures,,43852BK,43852BK Kichler Pendant Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting,Kichler,,43852BK,,Electrical>Lighting Fixtures>Interior Lighting Fixtures,"Kichler, Light Fixture, 43852BK, Pendant",FIXTURE PENDANT,"Kichler 43852BK Light Fixture, Pendant","Kichler Light Fixture, Pendant","Light Fixture, Pendant",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Fixture,Fixture Type,Pendant,,Mounting Type,,,Size,,,Finish,,,Color Temperature,,,Voltage Rating,,,Number of Lights,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Lighting,Light Fixtures,,43853BK,43853BK Kichler Pendant Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting,Kichler,,43853BK,,Electrical>Lighting Fixtures>Interior Lighting Fixtures,"Kichler, Light Fixture, 43853BK, Pendant",FIXTURE PENDANT,"Kichler 43853BK Light Fixture, Pendant","Kichler Light Fixture, Pendant","Light Fixture, Pendant",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Fixture,Fixture Type,Pendant,,Mounting Type,,,Size,,,Finish,,,Color Temperature,,,Voltage Rating,,,Number of Lights,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Lighting,Light Fixtures,,43905BK,43905BK Kichler Pendant Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting,Kichler,,43905BK,,Electrical>Lighting Fixtures>Interior Lighting Fixtures,"Kichler, Light Fixture, 43905BK, Pendant",FIXTURE PENDANT,"Kichler 43905BK Light Fixture, Pendant","Kichler Light Fixture, Pendant","Light Fixture, Pendant",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Fixture,Fixture Type,Pendant,,Mounting Type,,,Size,,,Finish,,,Color Temperature,,,Voltage Rating,,,Number of Lights,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Lighting,Light Fixtures,,43911BK,43911BK Kichler Pendant Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting,Kichler,,43911BK,,Electrical>Lighting Fixtures>Interior Lighting Fixtures,"Kichler, Light Fixture, 43911BK, Pendant",FIXTURE PENDANT,"Kichler 43911BK Light Fixture, Pendant","Kichler Light Fixture, Pendant","Light Fixture, Pendant",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Fixture,Fixture Type,Pendant,,Mounting Type,,,Size,,,Finish,,,Color Temperature,,,Voltage Rating,,,Number of Lights,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Lighting,Light Fixtures,,52529BK,52529BK Kichler Pendant Light,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting,Kichler,,52529BK,,Electrical>Lighting Fixtures>Interior Lighting Fixtures,"Kichler, Light Fixture, 52529BK, Pendant",FIXTURE PENDANT,"Kichler 52529BK Light Fixture, Pendant","Kichler Light Fixture, Pendant","Light Fixture, Pendant",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Fixture,Fixture Type,Pendant,,Mounting Type,,,Size,,,Finish,,,Color Temperature,,,Voltage Rating,,,Number of Lights,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Lighting,Light Fixtures,,52662BKCLR,52662BKCLR Kichler Pendant Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting,Kichler,,52662BKCLR,,Electrical>Lighting Fixtures>Interior Lighting Fixtures,"Kichler, Light Fixture, 52662BKCLR, Pendant",FIXTURE PENDANT,"Kichler 52662BKCLR Light Fixture, Pendant","Kichler Light Fixture, Pendant","Light Fixture, Pendant",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Fixture,Fixture Type,Pendant,,Mounting Type,,,Size,,,Finish,,,Color Temperature,,,Voltage Rating,,,Number of Lights,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Lighting,Light Fixtures,,52734CPZ,52734CPZ Kichler Pendant Light,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting,Kichler,,52734CPZ,,Electrical>Lighting Fixtures>Interior Lighting Fixtures,"Kichler, Light Fixture, 52734CPZ, Pendant",FIXTURE PENDANT,"Kichler 52734CPZ Light Fixture, Pendant","Kichler Light Fixture, Pendant","Light Fixture, Pendant",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Fixture,Fixture Type,Pendant,,Mounting Type,,,Size,,,Finish,,,Color Temperature,,,Voltage Rating,,,Number of Lights,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Lighting,Light Fixtures,,82400,82400 Kichler Pendant Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Kichler Lighting (KICLI),Kichler Lighting,Kichler,,82400,,Electrical>Lighting Fixtures>Interior Lighting Fixtures,"Kichler, Light Fixture, 82400, Pendant",FIXTURE PENDANT,"Kichler 82400 Light Fixture, Pendant","Kichler Light Fixture, Pendant","Light Fixture, Pendant",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Fixture,Fixture Type,Pendant,,Mounting Type,,,Size,,,Finish,,,Color Temperature,,,Voltage Rating,,,Number of Lights,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Lighting,Light Fixtures,,S11606,"S11606 8"" Round Down Lt 30K",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573),Satco Prod Inc,Satco,,S11606,,Electrical>Lighting Fixtures>Interior Lighting Fixtures,"Satco, Light Fixture, S11606",FIXTURE 8IN,Satco S11606 Light Fixture,"Satco Light Fixture, 8 in, 30 K Color Temperature",Light Fixture,,,,,,,,,,,,,,,,,,,,,,,,,,,Light Fixture,Fixture Type,,,Mounting Type,,,Size,8,in,Finish,,,Color Temperature,30,K,Voltage Rating,,,Number of Lights,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Lighting,Light Fixtures,,S11828,"S11828 8"" Led Down Light",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573),Satco Prod Inc,Satco,,S11828,,Electrical>Lighting Fixtures>Interior Lighting Fixtures,"Satco, Light Fixture, S11828, Recessed Downlight",FIXTURE DOWNLIGHT 8IN,"Satco S11828 Light Fixture, Recessed Downlight","Satco Light Fixture, Recessed Downlight, 8 in","Light Fixture, Recessed Downlight",,,,,,,,,,,,,,,,,,,,,,,,,,,Light Fixture,Fixture Type,Recessed Downlight,,Mounting Type,,,Size,8,in,Finish,,,Color Temperature,,,Voltage Rating,,,Number of Lights,,,Additional Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
